date,type,country,kappa_country,strength,degree
2014-07-01,mst,PER,0.9711651556308964,1.8531785634382696,2
2014-10-01,mst,PER,0.9761334116940131,0.9368544507679895,1
2015-01-01,mst,PER,0.980838427676405,0.9316356195702992,1
2015-04-01,mst,PER,0.92346021794906,1.8360271452212753,2
2015-07-01,mst,PER,0.9425643738413628,1.8245428252084506,2
2015-10-01,mst,PER,0.7485095208062852,1.5946050751824834,2
2016-01-01,mst,PER,0.7939570588055256,3.155215072892674,4
2016-04-01,mst,PER,0.9124661752412413,2.697023514472207,3
2016-07-01,mst,PER,0.9469328945253772,1.9130360005764475,2
2016-10-01,mst,PER,0.9552452545311302,3.6396484343697804,4
2017-01-01,mst,PER,0.9471548613435584,3.5965750196921533,4
2017-04-01,mst,PER,0.8609423027986127,4.170935401538181,5
2017-07-01,mst,PER,0.8698992477377817,5.02016592128371,6
2017-10-01,mst,PER,0.8360657751802617,2.477401322431742,3
2018-01-01,mst,PER,0.7647789872741487,2.3637144082825716,3
2018-04-01,mst,PER,0.6642175841920882,2.813992290200119,4
