date,country,spread_bp
2026-04-01,PER,125.28200000000001
2007-10-01,SLV,158.238
2007-11-01,SLV,201.20100000000002
2007-12-01,SLV,199.001
2008-01-01,SLV,235.461
2008-02-01,SLV,275.37600000000003
2008-03-01,SLV,296.43600000000004
2008-04-01,SLV,254.017
2008-05-01,SLV,236.35899999999998
2008-06-01,SLV,285.169
2008-07-01,SLV,327.756
2008-08-01,SLV,305.947
2008-09-01,SLV,384.12
2008-10-01,SLV,815.123
2008-11-01,SLV,860.8629999999999
2008-12-01,SLV,854.0330000000001
2009-01-01,SLV,636.594
2009-02-01,SLV,678.154
2009-03-01,SLV,669.533
2009-04-01,SLV,563.863
2009-05-01,SLV,485.14099999999996
2009-06-01,SLV,491.73900000000003
2009-07-01,SLV,448.29499999999996
2009-08-01,SLV,431.857
2009-09-01,SLV,369.377
2009-10-01,SLV,369.657
2009-11-01,SLV,382.87300000000005
2009-12-01,SLV,326.065
2010-01-01,SLV,317.66700000000003
2010-02-01,SLV,306.394
2010-03-01,SLV,257.439
2010-04-01,SLV,258.225
2010-05-01,SLV,337.462
2010-06-01,SLV,352.887
2010-07-01,SLV,364.88
2010-08-01,SLV,373.787
2010-09-01,SLV,361.385
2010-10-01,SLV,305.999
2010-11-01,SLV,329.878
2010-12-01,SLV,301.776
2011-01-01,SLV,303.593
2011-02-01,SLV,325.615
2011-03-01,SLV,330.112
2011-04-01,SLV,334.23699999999997
2011-05-01,SLV,335.277
2011-06-01,SLV,320.77
2011-07-01,SLV,341.863
2011-08-01,SLV,402.18
2011-09-01,SLV,510.196
2011-10-01,SLV,452.222
2011-11-01,SLV,459.43100000000004
2011-12-01,SLV,478.27599999999995
2012-01-01,SLV,485.40900000000005
2012-02-01,SLV,472.85
2012-03-01,SLV,452.96399999999994
2012-04-01,SLV,470.397
2012-05-01,SLV,507.983
2012-06-01,SLV,479.53799999999995
2012-07-01,SLV,470.893
2012-08-01,SLV,430.14400000000006
2012-09-01,SLV,426.03299999999996
2012-10-01,SLV,385.075
2012-11-01,SLV,419.17400000000004
2012-12-01,SLV,396.103
2013-01-01,SLV,331.89700000000005
2013-02-01,SLV,341.209
2013-03-01,SLV,350.077
2013-04-01,SLV,366.372
2013-05-01,SLV,382.302
2013-06-01,SLV,436.245
2013-07-01,SLV,405.13399999999996
2013-08-01,SLV,421.089
2013-09-01,SLV,409.276
2013-10-01,SLV,368.525
2013-11-01,SLV,397.906
2013-12-01,SLV,389.132
2014-01-01,SLV,463.278
2014-02-01,SLV,482.33
2014-03-01,SLV,420.08599999999996
2014-04-01,SLV,388.549
2014-05-01,SLV,382.117
2014-06-01,SLV,375.72
2014-07-01,SLV,355.736
2014-08-01,SLV,373.63100000000003
2014-09-01,SLV,383.435
2014-10-01,SLV,381.38100000000003
2014-11-01,SLV,383.61
2014-12-01,SLV,414.384
2015-01-01,SLV,457.23
2015-02-01,SLV,433.89
2015-03-01,SLV,458.697
2015-04-01,SLV,429.319
2015-05-01,SLV,450.586
2015-06-01,SLV,442.788
2015-07-01,SLV,478.871
2015-08-01,SLV,497.261
2015-09-01,SLV,609.633
2015-10-01,SLV,581.804
2015-11-01,SLV,590.524
2015-12-01,SLV,634.365
2016-01-01,SLV,758.559
2016-02-01,SLV,710.28
2016-03-01,SLV,666.563
2016-04-01,SLV,632.895
2016-05-01,SLV,672.909
2016-06-01,SLV,670.833
2016-07-01,SLV,493.086
2016-08-01,SLV,472.30499999999995
2016-09-01,SLV,485.75600000000003
2016-10-01,SLV,477.716
2016-11-01,SLV,593.9359999999999
2016-12-01,SLV,535.811
2017-01-01,SLV,595.8820000000001
2017-02-01,SLV,566.4010000000001
2017-03-01,SLV,553.254
2017-04-01,SLV,587.7900000000001
2017-05-01,SLV,577.653
2017-06-01,SLV,560.761
2017-07-01,SLV,569.6279999999999
2017-08-01,SLV,504.46
2017-09-01,SLV,448.024
2017-10-01,SLV,432.032
2017-11-01,SLV,416.009
2017-12-01,SLV,383.487
2018-01-01,SLV,349.817
2018-02-01,SLV,370.392
2018-03-01,SLV,380.015
2018-04-01,SLV,374.53
2018-05-01,SLV,439.66
2018-06-01,SLV,450.34200000000004
2018-07-01,SLV,418.20700000000005
2018-08-01,SLV,454.118
2018-09-01,SLV,444.65199999999993
2018-10-01,SLV,503.912
2018-11-01,SLV,503.515
2018-12-01,SLV,514.633
2019-01-01,SLV,459.61400000000003
2019-02-01,SLV,430.376
2019-03-01,SLV,446.84499999999997
2019-04-01,SLV,441.15000000000003
2019-05-01,SLV,495.84599999999995
2019-06-01,SLV,459.12300000000005
2019-07-01,SLV,412.84799999999996
2019-08-01,SLV,486.022
2019-09-01,SLV,461.477
2019-10-01,SLV,447.89399999999995
2019-11-01,SLV,452.38300000000004
2019-12-01,SLV,393.911
2020-01-01,SLV,402.853
2020-02-01,SLV,479.01
2020-03-01,SLV,825.433
2020-04-01,SLV,966.7350000000001
2020-05-01,SLV,943.329
2020-06-01,SLV,832.398
2020-07-01,SLV,802.552
2020-08-01,SLV,744.691
2020-09-01,SLV,851.544
2020-10-01,SLV,944.134
2020-11-01,SLV,825.136
2020-12-01,SLV,731.5540000000001
2021-01-01,SLV,661.966
2021-02-01,SLV,624.931
2021-03-01,SLV,595.157
2021-04-01,SLV,538.272
2021-05-01,SLV,595.1139999999999
2021-06-01,SLV,720.655
2021-07-01,SLV,800.619
2021-08-01,SLV,815.382
2021-09-01,SLV,1051.502
2021-10-01,SLV,1007.489
2021-11-01,SLV,1314.731
2021-12-01,SLV,1490.8709999999999
2022-01-01,SLV,1571.183
2022-02-01,SLV,1609.5099999999998
2022-03-01,SLV,1773.512
2022-04-01,SLV,2200.547
2022-05-01,SLV,2288.7019999999998
2022-06-01,SLV,2703.821
2022-07-01,SLV,2428.009
2022-08-01,SLV,2300.689
2022-09-01,SLV,2255.5029999999997
2022-10-01,SLV,2071.668
2022-11-01,SLV,1960.4109999999998
2022-12-01,SLV,1839.44
2023-01-01,SLV,1481.593
2023-02-01,SLV,1512.886
2023-03-01,SLV,1521.353
2023-04-01,SLV,1366.681
2023-05-01,SLV,1305.715
2023-06-01,SLV,1100.106
2023-07-01,SLV,934.526
2023-08-01,SLV,791.662
2023-09-01,SLV,736.848
2023-10-01,SLV,739.206
2023-11-01,SLV,709.822
2023-12-01,SLV,683.922
2024-01-01,SLV,663.735
2024-02-01,SLV,691.255
2024-03-01,SLV,677.637
2024-04-01,SLV,703.225
2024-05-01,SLV,746.529
2024-06-01,SLV,750.938
2024-07-01,SLV,727.903
2024-08-01,SLV,674.917
2024-09-01,SLV,569.226
2024-10-01,SLV,522.793
2024-11-01,SLV,433.012
2024-12-01,SLV,388.18800000000005
2025-01-01,SLV,381.215
2025-02-01,SLV,411.19500000000005
2025-03-01,SLV,464.318
2025-04-01,SLV,469.839
2025-05-01,SLV,430.51399999999995
2025-06-01,SLV,413.32899999999995
2025-07-01,SLV,417.943
2025-08-01,SLV,399.749
2025-09-01,SLV,375.741
2025-10-01,SLV,348.243
2025-11-01,SLV,356.96500000000003
2025-12-01,SLV,326.14
2026-01-01,SLV,318.074
2026-02-01,SLV,350.86
2026-03-01,SLV,384.858
2026-04-01,SLV,311.257
2007-10-01,URY,191.47400000000002
2007-11-01,URY,244.148
2007-12-01,URY,242.65599999999998
2008-01-01,URY,292.687
2008-02-01,URY,321.367
2008-03-01,URY,342.555
2008-04-01,URY,274.659
2008-05-01,URY,252.143
2008-06-01,URY,294.318
2008-07-01,URY,313.658
2008-08-01,URY,319.365
2008-09-01,URY,412.477
2008-10-01,URY,833.7339999999999
2008-11-01,URY,774.8910000000001
2008-12-01,URY,685.446
2009-01-01,URY,612.5219999999999
2009-02-01,URY,586.928
2009-03-01,URY,636.0319999999999
2009-04-01,URY,524.889
2009-05-01,URY,372.351
2009-06-01,URY,383.377
2009-07-01,URY,347.971
2009-08-01,URY,352.184
2009-09-01,URY,320.745
2009-10-01,URY,300.556
2009-11-01,URY,273.108
2009-12-01,URY,238.44
2010-01-01,URY,266.21700000000004
2010-02-01,URY,262.84499999999997
2010-03-01,URY,191.144
2010-04-01,URY,205.388
2010-05-01,URY,261.253
2010-06-01,URY,259.977
2010-07-01,URY,220.31900000000002
2010-08-01,URY,218.891
2010-09-01,URY,213.88500000000002
2010-10-01,URY,151.309
2010-11-01,URY,184.879
2010-12-01,URY,188.836
2011-01-01,URY,177.452
2011-02-01,URY,191.94899999999998
2011-03-01,URY,177.09699999999998
2011-04-01,URY,183.291
2011-05-01,URY,188.249
2011-06-01,URY,151.695
2011-07-01,URY,171.386
2011-08-01,URY,207.031
2011-09-01,URY,312.133
2011-10-01,URY,216.44299999999998
2011-11-01,URY,222.032
2011-12-01,URY,213.813
2012-01-01,URY,221.56600000000003
2012-02-01,URY,206.2
2012-03-01,URY,172.749
2012-04-01,URY,189.994
2012-05-01,URY,251.227
2012-06-01,URY,197.02599999999998
2012-07-01,URY,172.46200000000002
2012-08-01,URY,157.78
2012-09-01,URY,138.851
2012-10-01,URY,135.661
2012-11-01,URY,140.459
2012-12-01,URY,127.45100000000001
2013-01-01,URY,132.485
2013-02-01,URY,164.12199999999999
2013-03-01,URY,173.38899999999998
2013-04-01,URY,153.011
2013-05-01,URY,172.50799999999998
2013-06-01,URY,235.283
2013-07-01,URY,184.911
2013-08-01,URY,241.52499999999998
2013-09-01,URY,200.12300000000002
2013-10-01,URY,190.451
2013-11-01,URY,219.69599999999997
2013-12-01,URY,193.50400000000002
2014-01-01,URY,238.824
2014-02-01,URY,217.22199999999998
2014-03-01,URY,192.067
2014-04-01,URY,187.178
2014-05-01,URY,167.45600000000002
2014-06-01,URY,169.325
2014-07-01,URY,176.695
2014-08-01,URY,169.084
2014-09-01,URY,195.941
2014-10-01,URY,193.099
2014-11-01,URY,197.984
2014-12-01,URY,207.60399999999998
2015-01-01,URY,218.04199999999997
2015-02-01,URY,210.771
2015-03-01,URY,213.527
2015-04-01,URY,210.12900000000002
2015-05-01,URY,206.772
2015-06-01,URY,212.81500000000003
2015-07-01,URY,226.526
2015-08-01,URY,256.873
2015-09-01,URY,304.692
2015-10-01,URY,273.542
2015-11-01,URY,266.454
2015-12-01,URY,280.145
2016-01-01,URY,317.37600000000003
2016-02-01,URY,309.443
2016-03-01,URY,279.434
2016-04-01,URY,267.706
2016-05-01,URY,270.768
2016-06-01,URY,270.16900000000004
2016-07-01,URY,261.904
2016-08-01,URY,228.545
2016-09-01,URY,232.477
2016-10-01,URY,230.167
2016-11-01,URY,252.47700000000003
2016-12-01,URY,244.334
2017-01-01,URY,225.41400000000002
2017-02-01,URY,226.752
2017-03-01,URY,209.383
2017-04-01,URY,203.84799999999998
2017-05-01,URY,205.20100000000002
2017-06-01,URY,192.67600000000002
2017-07-01,URY,181.934
2017-08-01,URY,180.811
2017-09-01,URY,164.773
2017-10-01,URY,153.997
2017-11-01,URY,145.305
2017-12-01,URY,145.539
2018-01-01,URY,135.651
2018-02-01,URY,145.85
2018-03-01,URY,168.333
2018-04-01,URY,185.37
2018-05-01,URY,196.992
2018-06-01,URY,200.093
2018-07-01,URY,168.965
2018-08-01,URY,174.474
2018-09-01,URY,155.839
2018-10-01,URY,184.649
2018-11-01,URY,202.37400000000002
2018-12-01,URY,206.89700000000002
2019-01-01,URY,178.865
2019-02-01,URY,167.38299999999998
2019-03-01,URY,170.31799999999998
2019-04-01,URY,170.803
2019-05-01,URY,193.90099999999998
2019-06-01,URY,171.798
2019-07-01,URY,159.358
2019-08-01,URY,169.434
2019-09-01,URY,176.547
2019-10-01,URY,173.34199999999998
2019-11-01,URY,168.749
2019-12-01,URY,148.477
2020-01-01,URY,159.411
2020-02-01,URY,195.583
2020-03-01,URY,297.588
2020-04-01,URY,301.274
2020-05-01,URY,243.019
2020-06-01,URY,215.15399999999997
2020-07-01,URY,183.49
2020-08-01,URY,169.55700000000002
2020-09-01,URY,185.958
2020-10-01,URY,164.93800000000002
2020-11-01,URY,156.679
2020-12-01,URY,134.893
2021-01-01,URY,135.461
2021-02-01,URY,150.087
2021-03-01,URY,124.79199999999999
2021-04-01,URY,130.379
2021-05-01,URY,127.299
2021-06-01,URY,128.808
2021-07-01,URY,147.934
2021-08-01,URY,131.507
2021-09-01,URY,139.616
2021-10-01,URY,137.611
2021-11-01,URY,150.363
2021-12-01,URY,127.27900000000001
2022-01-01,URY,139.574
2022-02-01,URY,160.696
2022-03-01,URY,127.10600000000001
2022-04-01,URY,150.859
2022-05-01,URY,136.50199999999998
2022-06-01,URY,162.203
2022-07-01,URY,141.05
2022-08-01,URY,131.914
2022-09-01,URY,157.821
2022-10-01,URY,140.745
2022-11-01,URY,105.87299999999999
2022-12-01,URY,91.298
2023-01-01,URY,111.002
2023-02-01,URY,102.63199999999999
2023-03-01,URY,118.849
2023-04-01,URY,104.52600000000001
2023-05-01,URY,110.648
2023-06-01,URY,98.955
2023-07-01,URY,89.415
2023-08-01,URY,87.992
2023-09-01,URY,97.707
2023-10-01,URY,85.641
2023-11-01,URY,84.353
2023-12-01,URY,84.978
2024-01-01,URY,97.129
2024-02-01,URY,85.464
2024-03-01,URY,82.05
2024-04-01,URY,80.061
2024-05-01,URY,77.713
2024-06-01,URY,79.824
2024-07-01,URY,88.521
2024-08-01,URY,78.733
2024-09-01,URY,89.767
2024-10-01,URY,84.964
2024-11-01,URY,92.014
2024-12-01,URY,84.321
2025-01-01,URY,92.354
2025-02-01,URY,102.245
2025-03-01,URY,101.169
2025-04-01,URY,102.349
2025-05-01,URY,91.313
2025-06-01,URY,86.14500000000001
2025-07-01,URY,78.084
2025-08-01,URY,74.411
2025-09-01,URY,69.623
2025-10-01,URY,65.509
2025-11-01,URY,74.925
2025-12-01,URY,67.719
2026-01-01,URY,69.548
2026-02-01,URY,76.99000000000001
2026-03-01,URY,78.345
2026-04-01,URY,64.084
